,filename,width,height,class,xmin,ymin,xmax,ymax,x_min_resized,y_min_resized,x_max_resized,y_max_resized,class_num
5105,303446588.jpg,1080,1080,6d,278,382,317,444,118,162,135,189,21
5106,303446588.jpg,1080,1080,9d,399,345,430,410,169,146,183,174,18
5107,303446588.jpg,1080,1080,2h,477,353,517,415,203,150,220,176,12
5108,303446588.jpg,1080,1080,6c,595,398,647,456,253,169,275,194,34
5109,303446588.jpg,1080,1080,5s,660,487,724,533,281,207,308,227,48
5110,303446588.jpg,1080,1080,5s,505,756,568,803,215,322,241,342,48
5111,190378446.jpg,1080,1080,3h,86,724,148,751,36,308,63,319,11
5112,190378446.jpg,1080,1080,5c,87,587,152,632,37,250,64,269,35
5113,190378446.jpg,1080,1080,6h,166,468,214,521,70,199,91,221,8
5114,190378446.jpg,1080,1080,Ad,278,379,315,441,118,161,134,187,13
5115,190378446.jpg,1080,1080,8s,397,345,426,409,169,146,181,174,45
5116,190378446.jpg,1080,1080,5c,478,347,521,412,203,147,221,175,35
5117,190378446.jpg,1080,1080,5c,533,654,580,719,227,278,247,306,35
5118,023579476.jpg,1080,1080,3c,86,721,151,751,36,307,64,319,37
5119,023579476.jpg,1080,1080,8h,91,591,151,631,38,251,64,268,6
5120,023579476.jpg,1080,1080,6h,166,468,213,520,70,199,90,221,8
5121,023579476.jpg,1080,1080,4h,280,380,314,443,119,161,133,188,10
5122,023579476.jpg,1080,1080,6s,400,342,429,407,170,145,182,173,47
5123,023579476.jpg,1080,1080,Jh,470,348,525,415,200,148,223,176,3
5124,023579476.jpg,1080,1080,2d,597,398,648,454,254,169,276,193,25
5125,023579476.jpg,1080,1080,As,658,489,719,532,280,208,306,226,39
5126,023579476.jpg,1080,1080,As,503,755,565,797,214,321,240,339,39
5127,121928043.jpg,1080,1080,4s,84,722,150,751,35,307,63,319,49
5128,121928043.jpg,1080,1080,8d,89,589,150,630,37,250,63,268,19
5129,121928043.jpg,1080,1080,Ac,162,468,213,522,69,199,90,222,26
5130,121928043.jpg,1080,1080,7d,273,377,315,441,116,160,134,187,20
5131,121928043.jpg,1080,1080,3d,399,344,429,408,169,146,182,173,24
5132,121928043.jpg,1080,1080,6s,477,349,520,413,203,148,221,175,47
5133,121928043.jpg,1080,1080,8d,597,399,647,452,254,169,275,192,19
5134,121928043.jpg,1080,1080,5c,660,487,724,534,281,207,308,227,35
5135,121928043.jpg,1080,1080,5c,505,756,568,804,215,322,241,342,35
5136,042407859.jpg,1080,1080,10h,85,720,150,754,36,306,63,321,4
5137,042407859.jpg,1080,1080,6h,95,591,155,630,40,251,66,268,8
5138,042407859.jpg,1080,1080,Kc,157,459,216,530,66,195,92,225,27
5139,042407859.jpg,1080,1080,6h,278,383,316,444,118,163,134,189,8
5140,042407859.jpg,1080,1080,2d,400,342,430,406,170,145,183,172,25
5141,042407859.jpg,1080,1080,9s,478,348,519,413,203,148,221,175,44
5142,042407859.jpg,1080,1080,9s,534,654,575,718,227,278,244,305,44
5143,841546474.jpg,1080,1080,6c,83,720,146,751,35,306,62,319,34
5144,841546474.jpg,1080,1080,10c,87,586,153,632,37,249,65,269,30
5145,841546474.jpg,1080,1080,Jh,158,462,215,532,67,196,91,226,3
5146,841546474.jpg,1080,1080,3s,276,381,318,447,117,162,135,190,50
5147,841546474.jpg,1080,1080,Qs,391,338,432,401,166,143,184,170,41
5148,841546474.jpg,1080,1080,2d,479,350,521,412,204,149,221,175,25
5149,841546474.jpg,1080,1080,As,594,399,645,455,253,169,274,193,39
5150,841546474.jpg,1080,1080,4s,654,494,720,534,278,210,306,227,49
5151,841546474.jpg,1080,1080,4s,502,759,565,799,213,323,240,340,49
5152,947156993.jpg,1080,1080,3s,86,723,151,751,36,307,64,319,50
5153,947156993.jpg,1080,1080,As,90,594,154,633,38,253,65,269,39
5154,947156993.jpg,1080,1080,9c,160,466,213,521,68,198,90,221,31
5155,947156993.jpg,1080,1080,2c,277,382,318,447,117,162,135,190,38
5156,947156993.jpg,1080,1080,Qc,395,340,433,409,168,144,184,174,28
5157,947156993.jpg,1080,1080,5d,479,348,522,411,204,148,222,175,22
5158,947156993.jpg,1080,1080,5d,532,655,574,717,226,278,244,305,22
5159,449394941.jpg,1080,1080,4h,83,723,146,752,35,307,62,320,10
5160,449394941.jpg,1080,1080,9c,90,591,155,634,38,251,66,270,31
5161,449394941.jpg,1080,1080,3c,160,466,218,524,68,198,92,223,37
5162,449394941.jpg,1080,1080,9s,274,380,315,442,116,161,134,188,44
5163,449394941.jpg,1080,1080,4s,396,344,429,410,168,146,182,174,49
5164,449394941.jpg,1080,1080,Kd,470,348,525,415,200,148,223,176,14
5165,449394941.jpg,1080,1080,Ks,586,393,654,457,249,167,278,194,40
5166,449394941.jpg,1080,1080,2h,657,489,716,531,279,208,304,226,12
5167,449394941.jpg,1080,1080,2h,501,759,560,801,213,323,238,341,12
5168,807564947.jpg,1080,1080,8c,83,724,147,752,35,308,62,320,32
5169,807564947.jpg,1080,1080,Ac,89,594,152,634,37,253,64,270,26
5170,807564947.jpg,1080,1080,10c,157,465,219,522,66,198,93,222,30
5171,807564947.jpg,1080,1080,7h,275,380,315,443,117,161,134,188,7
5172,807564947.jpg,1080,1080,Jc,395,341,433,409,168,145,184,174,29
5173,807564947.jpg,1080,1080,As,478,349,515,414,203,148,219,176,39
5174,807564947.jpg,1080,1080,As,535,655,572,717,227,278,243,305,39
5175,495367653.jpg,1080,1080,Qh,85,721,152,755,36,307,64,321,2
5176,495367653.jpg,1080,1080,Qc,86,584,155,641,36,248,66,273,28
5177,495367653.jpg,1080,1080,7s,159,464,215,524,67,197,91,223,46
5178,495367653.jpg,1080,1080,5s,275,382,316,447,117,162,134,190,48
5179,495367653.jpg,1080,1080,3s,400,346,429,411,170,147,182,175,50
5180,495367653.jpg,1080,1080,7c,475,350,520,415,202,149,221,176,33
5181,495367653.jpg,1080,1080,Jh,587,396,652,457,250,168,277,194,3
5182,495367653.jpg,1080,1080,Ad,660,490,719,532,281,208,306,226,13
5183,495367653.jpg,1080,1080,Ad,504,755,564,798,214,321,240,339,13
5184,176668197.jpg,1080,1080,Qs,85,719,152,753,36,306,64,320,41
5185,176668197.jpg,1080,1080,4h,93,589,150,630,39,250,63,268,10
5186,176668197.jpg,1080,1080,3s,161,466,217,525,68,198,92,223,50
5187,176668197.jpg,1080,1080,6d,278,382,317,444,118,162,135,189,21
5188,176668197.jpg,1080,1080,3s,398,345,428,410,169,146,182,174,50
5189,176668197.jpg,1080,1080,Jh,470,348,525,415,200,148,223,176,3
5190,176668197.jpg,1080,1080,10c,595,394,649,454,253,167,276,193,30
5191,176668197.jpg,1080,1080,10c,545,706,600,768,232,300,255,327,30
5192,574346233.jpg,1080,1080,6c,82,722,146,750,34,307,62,319,34
5193,574346233.jpg,1080,1080,7h,88,589,150,631,37,250,63,268,7
5194,574346233.jpg,1080,1080,4c,170,467,217,524,72,198,92,223,36
5195,574346233.jpg,1080,1080,8d,277,378,316,439,117,161,134,186,19
5196,574346233.jpg,1080,1080,Ac,397,341,426,405,169,145,181,172,26
5197,574346233.jpg,1080,1080,8s,476,352,517,415,202,149,220,176,45
5198,574346233.jpg,1080,1080,Qs,586,395,652,460,249,168,277,195,41
5199,574346233.jpg,1080,1080,3s,654,486,718,534,278,207,305,227,50
5200,574346233.jpg,1080,1080,3s,499,758,562,804,212,322,239,342,50
5201,244731855.jpg,1080,1080,8h,85,724,148,752,36,308,63,320,6
5202,244731855.jpg,1080,1080,3h,91,590,153,631,38,251,65,268,11
5203,244731855.jpg,1080,1080,Jc,156,460,216,531,66,195,92,226,29
5204,244731855.jpg,1080,1080,10h,271,382,315,447,115,162,134,190,4
5205,244731855.jpg,1080,1080,10d,398,342,432,408,169,145,184,173,17
5206,244731855.jpg,1080,1080,5c,478,348,522,411,203,148,222,175,35
5207,244731855.jpg,1080,1080,7s,594,395,650,454,253,168,276,193,46
5208,244731855.jpg,1080,1080,10c,654,482,717,534,278,205,305,227,30
5209,244731855.jpg,1080,1080,10c,502,757,565,809,213,322,240,344,30
5210,390042157.jpg,1080,1080,10s,81,722,146,755,34,307,62,321,43
5211,390042157.jpg,1080,1080,Ac,89,595,151,634,37,253,64,270,26
5212,390042157.jpg,1080,1080,7d,157,462,212,519,66,196,90,221,20
5213,390042157.jpg,1080,1080,10s,269,378,315,445,114,161,134,189,43
5214,390042157.jpg,1080,1080,Ac,397,341,426,405,169,145,181,172,26
5215,390042157.jpg,1080,1080,4d,477,352,520,412,203,149,221,175,23
5216,390042157.jpg,1080,1080,9c,594,398,647,454,253,169,275,193,31
5217,390042157.jpg,1080,1080,2s,658,487,721,533,280,207,307,227,51
5218,390042157.jpg,1080,1080,2s,505,756,566,800,215,322,241,340,51
5219,810183332.jpg,1080,1080,Kc,82,720,152,754,34,306,64,321,27
5220,810183332.jpg,1080,1080,Ks,87,584,154,640,37,248,65,272,40
5221,810183332.jpg,1080,1080,5c,160,462,215,520,68,196,91,221,35
5222,810183332.jpg,1080,1080,As,278,379,315,445,118,161,134,189,39
5223,810183332.jpg,1080,1080,2h,399,346,427,408,169,147,181,173,12
5224,810183332.jpg,1080,1080,7h,481,350,523,413,204,149,222,175,7
5225,810183332.jpg,1080,1080,3s,592,399,647,458,252,169,275,195,50
5226,810183332.jpg,1080,1080,3s,542,707,596,765,230,301,253,325,50
5227,875344628.jpg,1080,1080,8h,84,724,147,751,35,308,62,319,6
5228,875344628.jpg,1080,1080,Kh,85,584,152,641,36,248,64,273,1
5229,875344628.jpg,1080,1080,As,163,468,216,524,69,199,92,223,39
5230,875344628.jpg,1080,1080,Js,271,378,318,450,115,161,135,191,42
5231,875344628.jpg,1080,1080,7s,399,341,429,407,169,145,182,173,46
5232,875344628.jpg,1080,1080,Jc,470,345,526,414,200,146,224,176,29
5233,875344628.jpg,1080,1080,3h,596,399,646,453,253,169,275,192,11
5234,875344628.jpg,1080,1080,Ac,660,490,721,533,281,208,307,227,26
5235,875344628.jpg,1080,1080,Ac,504,754,565,797,214,321,240,339,26
5236,870955745.jpg,1080,1080,9c,83,719,147,752,35,306,62,320,31
5237,870955745.jpg,1080,1080,Ah,92,596,153,632,39,253,65,269,0
5238,870955745.jpg,1080,1080,8d,161,464,212,518,68,197,90,220,19
5239,870955745.jpg,1080,1080,6s,276,380,315,445,117,161,134,189,47
5240,870955745.jpg,1080,1080,2c,398,345,428,410,169,146,182,174,38
5241,870955745.jpg,1080,1080,3c,475,351,519,416,202,149,221,177,37
5242,870955745.jpg,1080,1080,6c,595,398,648,453,253,169,276,192,34
5243,870955745.jpg,1080,1080,6c,547,704,601,760,232,299,255,323,34
5244,768848064.jpg,1080,1080,4h,83,723,147,752,35,307,62,320,10
5245,768848064.jpg,1080,1080,3h,91,590,152,632,38,251,64,269,11
5246,768848064.jpg,1080,1080,5d,161,462,214,519,68,196,91,221,22
5247,768848064.jpg,1080,1080,8c,275,379,315,442,117,161,134,188,32
5248,768848064.jpg,1080,1080,7s,400,339,430,405,170,144,183,172,46
5249,768848064.jpg,1080,1080,3s,476,351,519,416,202,149,221,177,50
5250,768848064.jpg,1080,1080,3s,531,658,575,723,226,280,244,307,50
5251,585148072.jpg,1080,1080,Kh,82,720,152,755,34,306,64,321,1
5252,585148072.jpg,1080,1080,3s,92,590,156,634,39,251,66,270,50
5253,585148072.jpg,1080,1080,Jh,158,462,215,531,67,196,91,226,3
5254,585148072.jpg,1080,1080,10s,269,378,315,445,114,161,134,189,43
5255,585148072.jpg,1080,1080,3d,400,345,428,407,170,146,182,173,24
5256,585148072.jpg,1080,1080,Kh,470,345,526,411,200,146,224,175,1
5257,585148072.jpg,1080,1080,7h,598,397,650,453,254,169,276,192,7
5258,585148072.jpg,1080,1080,Qd,651,482,723,536,277,205,307,228,15
5259,585148072.jpg,1080,1080,Qd,496,752,571,806,211,320,243,343,15
5260,088003426.jpg,1080,1080,6c,84,722,147,751,35,307,62,319,34
5261,088003426.jpg,1080,1080,8s,93,592,154,634,39,252,65,270,45
5262,088003426.jpg,1080,1080,Qs,159,463,220,530,67,197,93,225,41
5263,088003426.jpg,1080,1080,10h,271,381,315,446,115,162,134,189,4
5264,088003426.jpg,1080,1080,6s,400,341,429,406,170,145,182,172,47
5265,088003426.jpg,1080,1080,5c,478,348,522,412,203,148,222,175,35
5266,088003426.jpg,1080,1080,Qh,587,395,652,456,250,168,277,194,2
5267,088003426.jpg,1080,1080,2h,658,489,716,530,280,208,304,225,12
5268,088003426.jpg,1080,1080,2h,501,759,560,801,213,323,238,341,12
5269,706394694.jpg,1080,1080,Ac,82,723,146,752,34,307,62,320,26
5270,706394694.jpg,1080,1080,5c,87,588,152,633,37,250,64,269,35
5271,706394694.jpg,1080,1080,Qs,158,462,220,531,67,196,93,226,41
5272,706394694.jpg,1080,1080,10c,272,379,318,443,115,161,135,188,30
5273,706394694.jpg,1080,1080,Jc,395,339,433,409,168,144,184,174,29
5274,706394694.jpg,1080,1080,8s,475,351,517,415,202,149,220,176,45
5275,706394694.jpg,1080,1080,3h,595,398,646,453,253,169,275,192,11
5276,706394694.jpg,1080,1080,3h,543,710,595,767,231,302,253,326,11
5277,539143142.jpg,1080,1080,Ac,82,724,146,752,34,308,62,320,26
5278,539143142.jpg,1080,1080,10d,89,588,154,633,37,250,65,269,17
5279,539143142.jpg,1080,1080,6h,165,468,214,522,70,199,91,222,8
5280,539143142.jpg,1080,1080,4d,278,380,316,445,118,161,134,189,23
5281,539143142.jpg,1080,1080,2d,399,341,429,405,169,145,182,172,25
5282,539143142.jpg,1080,1080,Ks,470,346,526,413,200,147,224,175,40
5283,539143142.jpg,1080,1080,3d,594,399,647,454,253,169,275,193,24
5284,539143142.jpg,1080,1080,Kh,651,482,726,532,277,205,309,226,1
5285,539143142.jpg,1080,1080,Kh,499,757,573,807,212,322,244,343,1
5286,291930537.jpg,1080,1080,9d,84,724,149,752,35,308,63,320,18
5287,291930537.jpg,1080,1080,10h,89,589,155,632,37,250,66,269,4
5288,291930537.jpg,1080,1080,Qd,157,461,216,532,66,196,92,226,15
5289,291930537.jpg,1080,1080,2d,276,380,317,442,117,161,135,188,25
5290,291930537.jpg,1080,1080,5d,401,341,431,405,170,145,183,172,22
5291,291930537.jpg,1080,1080,3s,477,351,520,416,203,149,221,177,50
5292,291930537.jpg,1080,1080,3s,529,658,572,721,225,280,243,307,50
5293,373193112.jpg,1080,1080,Ad,82,723,146,750,34,307,62,319,13
5294,373193112.jpg,1080,1080,4h,92,589,150,630,39,250,63,268,10
5295,373193112.jpg,1080,1080,4d,168,466,214,522,71,198,91,222,23
5296,373193112.jpg,1080,1080,6h,278,383,315,444,118,163,134,189,8
5297,373193112.jpg,1080,1080,8s,398,345,428,410,169,146,182,174,45
5298,373193112.jpg,1080,1080,5c,478,347,521,411,203,147,221,175,35
5299,373193112.jpg,1080,1080,9c,594,397,646,452,253,169,275,192,31
5300,373193112.jpg,1080,1080,9c,547,704,600,760,232,299,255,323,31
5301,252801595.jpg,1080,1080,As,83,723,148,748,35,307,63,318,39
5302,252801595.jpg,1080,1080,10d,88,587,154,633,37,250,65,269,17
5303,252801595.jpg,1080,1080,2h,163,469,212,522,69,199,90,222,12
5304,252801595.jpg,1080,1080,6s,276,379,316,443,117,161,134,188,47
5305,252801595.jpg,1080,1080,8h,399,344,428,406,169,146,182,172,6
5306,252801595.jpg,1080,1080,Ac,476,348,515,411,202,148,219,175,26
5307,252801595.jpg,1080,1080,Ac,534,653,573,717,227,278,244,305,26
5308,827484777.jpg,1080,1080,9s,82,724,147,752,34,308,62,320,44
5309,827484777.jpg,1080,1080,Qc,85,584,153,641,36,248,65,273,28
5310,827484777.jpg,1080,1080,8h,163,468,211,521,69,199,89,221,6
5311,827484777.jpg,1080,1080,Jh,272,379,318,450,115,161,135,191,3
5312,827484777.jpg,1080,1080,8c,397,341,427,405,169,145,181,172,32
5313,827484777.jpg,1080,1080,7c,476,350,521,416,202,149,221,177,33
5314,827484777.jpg,1080,1080,Jd,586,392,655,454,249,166,278,193,16
5315,827484777.jpg,1080,1080,Kc,651,482,725,537,277,205,308,228,27
5316,827484777.jpg,1080,1080,Kc,499,753,573,808,212,320,244,344,27
5317,577883620.jpg,1080,1080,2s,82,723,148,751,34,307,63,319,51
5318,577883620.jpg,1080,1080,3s,91,590,156,635,38,251,66,270,50
5319,577883620.jpg,1080,1080,3c,162,466,218,525,69,198,92,223,37
5320,577883620.jpg,1080,1080,4h,280,381,315,446,119,162,134,189,10
5321,577883620.jpg,1080,1080,6h,400,345,429,408,170,146,182,173,8
5322,577883620.jpg,1080,1080,6s,478,350,520,413,203,149,221,175,47
5323,577883620.jpg,1080,1080,5d,598,397,651,454,254,169,277,193,22
5324,577883620.jpg,1080,1080,5d,546,707,598,763,232,301,254,324,22
5325,937168503.jpg,1080,1080,10s,81,722,147,755,34,307,62,321,43
5326,937168503.jpg,1080,1080,3c,90,590,156,635,38,251,66,270,37
5327,937168503.jpg,1080,1080,Jc,155,459,216,532,66,195,92,226,29
5328,937168503.jpg,1080,1080,5s,276,377,316,442,117,160,134,188,48
5329,937168503.jpg,1080,1080,Js,395,342,433,409,168,145,184,174,42
5330,937168503.jpg,1080,1080,Qh,471,348,525,416,200,148,223,177,2
5331,937168503.jpg,1080,1080,7c,592,397,648,461,252,169,276,196,33
5332,937168503.jpg,1080,1080,7c,544,707,599,767,231,301,255,326,33
5333,013792328.jpg,1080,1080,6c,82,721,145,750,34,307,61,319,34
5334,013792328.jpg,1080,1080,Kd,88,585,155,641,37,249,66,273,14
5335,013792328.jpg,1080,1080,10c,157,463,215,521,66,197,91,221,30
5336,013792328.jpg,1080,1080,7d,274,377,316,441,116,160,134,187,20
5337,013792328.jpg,1080,1080,Jd,395,339,433,409,168,144,184,174,16
5338,013792328.jpg,1080,1080,Ah,478,352,513,412,203,149,218,175,0
5339,013792328.jpg,1080,1080,Kh,586,392,654,453,249,166,278,192,1
5340,013792328.jpg,1080,1080,Kh,539,705,608,767,229,300,258,326,1
5341,465294675.jpg,1080,1080,3h,87,724,150,752,37,308,63,320,11
5342,465294675.jpg,1080,1080,2c,93,591,156,635,39,251,66,270,38
5343,465294675.jpg,1080,1080,10d,158,467,214,523,67,198,91,222,17
5344,465294675.jpg,1080,1080,10h,271,381,315,445,115,162,134,189,4
5345,465294675.jpg,1080,1080,8c,400,341,430,405,170,145,183,172,32
5346,465294675.jpg,1080,1080,8s,476,353,517,414,202,150,220,176,45
5347,465294675.jpg,1080,1080,8s,532,656,574,721,226,279,244,307,45
5348,042185996.jpg,1080,1080,5h,82,725,145,751,34,308,61,319,9
5349,042185996.jpg,1080,1080,5d,89,588,152,630,37,250,64,268,22
5350,042185996.jpg,1080,1080,6d,165,467,214,522,70,198,91,222,21
5351,042185996.jpg,1080,1080,3d,277,381,317,444,117,162,135,189,24
5352,042185996.jpg,1080,1080,6s,400,342,429,407,170,145,182,173,47
5353,042185996.jpg,1080,1080,5h,481,347,521,409,204,147,221,174,9
5354,042185996.jpg,1080,1080,5h,532,657,573,719,226,279,244,306,9
5355,785879768.jpg,1080,1080,9h,86,724,148,751,36,308,63,319,5
5356,785879768.jpg,1080,1080,9s,89,590,153,632,37,251,65,269,44
5357,785879768.jpg,1080,1080,Ad,162,468,212,521,69,199,90,221,13
5358,785879768.jpg,1080,1080,9s,274,379,315,444,116,161,134,189,44
5359,785879768.jpg,1080,1080,9s,399,341,429,406,169,145,182,172,44
5360,785879768.jpg,1080,1080,Ah,478,352,513,412,203,149,218,175,0
5361,785879768.jpg,1080,1080,Kc,586,393,654,461,249,167,278,196,27
5362,785879768.jpg,1080,1080,10h,658,483,719,532,280,205,306,226,4
5363,785879768.jpg,1080,1080,10h,500,761,559,806,212,324,238,343,4
5364,773518067.jpg,1080,1080,Jh,85,720,152,753,36,306,64,320,3
5365,773518067.jpg,1080,1080,3s,91,589,157,633,38,250,66,269,50
5366,773518067.jpg,1080,1080,2s,161,466,215,524,68,198,91,223,51
5367,773518067.jpg,1080,1080,8h,276,381,314,443,117,162,133,188,6
5368,773518067.jpg,1080,1080,10d,396,344,431,409,168,146,183,174,17
5369,773518067.jpg,1080,1080,Qd,470,347,525,415,200,147,223,176,15
5370,773518067.jpg,1080,1080,3d,593,398,646,455,252,169,275,193,24
5371,773518067.jpg,1080,1080,Kh,651,481,725,532,277,204,308,226,1
5372,773518067.jpg,1080,1080,Kh,499,757,573,807,212,322,244,343,1
5373,146388629.jpg,1080,1080,7d,82,723,146,752,34,307,62,320,20
5374,146388629.jpg,1080,1080,5s,88,588,153,631,37,250,65,268,48
5375,146388629.jpg,1080,1080,10h,158,467,215,523,67,198,91,222,4
5376,146388629.jpg,1080,1080,8h,277,382,314,444,117,162,133,189,6
5377,146388629.jpg,1080,1080,9d,399,343,429,408,169,146,182,173,18
5378,146388629.jpg,1080,1080,As,478,349,516,414,203,148,219,176,39
5379,146388629.jpg,1080,1080,Js,586,394,654,457,249,167,278,194,42
5380,146388629.jpg,1080,1080,10d,658,482,720,532,280,205,306,226,17
5381,146388629.jpg,1080,1080,10d,501,760,563,810,213,323,239,345,17
5382,869154002.jpg,1080,1080,3s,87,724,151,751,37,308,64,319,50
5383,869154002.jpg,1080,1080,5c,88,587,152,632,37,250,64,269,35
5384,869154002.jpg,1080,1080,7s,158,462,215,522,67,196,91,222,46
5385,869154002.jpg,1080,1080,Qc,271,377,319,450,115,160,135,191,28
5386,869154002.jpg,1080,1080,6h,401,346,429,408,170,147,182,173,8
5387,869154002.jpg,1080,1080,10d,478,347,521,412,203,147,221,175,17
5388,869154002.jpg,1080,1080,10d,531,657,575,722,226,279,244,307,17
5389,975967509.jpg,1080,1080,9d,88,722,151,752,37,307,64,320,18
5390,975967509.jpg,1080,1080,Ks,86,584,154,639,36,248,65,272,40
5391,975967509.jpg,1080,1080,5h,159,464,210,519,67,197,89,221,9
5392,975967509.jpg,1080,1080,9s,275,379,316,443,117,161,134,188,44
5393,975967509.jpg,1080,1080,3d,399,345,428,409,169,146,182,174,24
5394,975967509.jpg,1080,1080,6s,478,349,520,413,203,148,221,175,47
5395,975967509.jpg,1080,1080,6s,531,651,573,716,226,277,244,304,47
5396,874623677.jpg,1080,1080,9s,82,724,147,752,34,308,62,320,44
5397,874623677.jpg,1080,1080,Ac,89,595,151,634,37,253,64,270,26
5398,874623677.jpg,1080,1080,7d,159,463,212,520,67,197,90,221,20
5399,874623677.jpg,1080,1080,Ks,267,379,312,441,113,161,132,187,40
5400,874623677.jpg,1080,1080,9d,399,345,428,410,169,146,182,174,18
5401,874623677.jpg,1080,1080,6c,477,350,520,411,203,149,221,175,34
5402,874623677.jpg,1080,1080,Jh,587,395,652,457,250,168,277,194,3
5403,874623677.jpg,1080,1080,3d,657,487,720,532,279,207,306,226,24
5404,874623677.jpg,1080,1080,3d,499,759,562,806,212,323,239,343,24
5405,393596868.jpg,1080,1080,2h,87,725,148,751,37,308,63,319,12
5406,393596868.jpg,1080,1080,10c,89,591,156,636,37,251,66,270,30
5407,393596868.jpg,1080,1080,Kd,157,462,217,532,66,196,92,226,14
5408,393596868.jpg,1080,1080,6c,276,379,319,442,117,161,135,188,34
5409,393596868.jpg,1080,1080,Kc,395,340,433,411,168,144,184,175,27
5410,393596868.jpg,1080,1080,Kd,470,348,525,415,200,148,223,176,14
5411,393596868.jpg,1080,1080,Qs,587,395,652,459,250,168,277,195,41
5412,393596868.jpg,1080,1080,Qs,536,703,608,769,228,299,258,327,41
5413,759560296.jpg,1080,1080,3d,85,722,148,750,36,307,63,319,24
5414,759560296.jpg,1080,1080,Jd,87,584,154,640,37,248,65,272,16
5415,759560296.jpg,1080,1080,6h,165,468,214,522,70,199,91,222,8
5416,759560296.jpg,1080,1080,9d,275,381,316,445,117,162,134,189,18
5417,759560296.jpg,1080,1080,8d,399,342,428,405,169,145,182,172,19
5418,759560296.jpg,1080,1080,8s,476,352,517,415,202,149,220,176,45
5419,759560296.jpg,1080,1080,Kh,585,392,654,453,249,166,278,192,1
5420,759560296.jpg,1080,1080,Kh,539,705,608,766,229,300,258,326,1
5421,077441400.jpg,1080,1080,6d,86,722,149,751,36,307,63,319,21
5422,077441400.jpg,1080,1080,3c,91,590,157,634,38,251,66,270,37
5423,077441400.jpg,1080,1080,3h,161,467,212,522,68,198,90,222,11
5424,077441400.jpg,1080,1080,6d,277,380,316,445,117,161,134,189,21
5425,077441400.jpg,1080,1080,Ad,399,342,426,406,169,145,181,172,13
5426,077441400.jpg,1080,1080,8s,475,354,516,416,202,150,219,177,45
5427,077441400.jpg,1080,1080,Kc,586,393,654,461,249,167,278,196,27
5428,077441400.jpg,1080,1080,Kc,539,703,608,767,229,299,258,326,27
5429,463280923.jpg,1080,1080,8h,84,724,147,752,35,308,62,320,6
5430,463280923.jpg,1080,1080,Jc,86,584,153,639,36,248,65,272,29
5431,463280923.jpg,1080,1080,5s,160,463,214,521,68,197,91,221,48
5432,463280923.jpg,1080,1080,4d,279,382,315,445,118,162,134,189,23
5433,463280923.jpg,1080,1080,3s,399,344,428,410,169,146,182,174,50
5434,463280923.jpg,1080,1080,9d,477,351,519,412,203,149,221,175,18
5435,463280923.jpg,1080,1080,9d,594,399,646,455,253,169,275,193,18
5436,463280923.jpg,1080,1080,9d,543,708,593,761,231,301,252,324,18
5437,632520461.jpg,1080,1080,3s,87,720,151,751,37,306,64,319,50
5438,632520461.jpg,1080,1080,6h,93,590,154,630,39,251,65,268,8
5439,632520461.jpg,1080,1080,3h,161,467,212,522,68,198,90,222,11
5440,632520461.jpg,1080,1080,3c,275,382,318,447,117,162,135,190,37
5441,632520461.jpg,1080,1080,8d,399,341,429,404,169,145,182,172,19
5442,632520461.jpg,1080,1080,2h,478,352,518,412,203,149,220,175,12
5443,632520461.jpg,1080,1080,9h,595,401,644,454,253,170,274,193,5
5444,632520461.jpg,1080,1080,9h,546,707,599,765,232,301,255,325,5
5445,172659264.jpg,1080,1080,2s,82,723,148,750,34,307,63,319,51
5446,172659264.jpg,1080,1080,As,90,595,154,633,38,253,65,269,39
5447,172659264.jpg,1080,1080,4d,168,466,214,522,71,198,91,222,23
5448,172659264.jpg,1080,1080,7h,277,379,316,442,117,161,134,188,7
5449,172659264.jpg,1080,1080,Jh,396,343,433,409,168,146,184,174,3
5450,172659264.jpg,1080,1080,Qh,470,348,525,415,200,148,223,176,2
5451,172659264.jpg,1080,1080,Qh,522,658,582,725,222,280,247,308,2
5452,861931702.jpg,1080,1080,Qs,85,719,152,754,36,306,64,321,41
5453,861931702.jpg,1080,1080,Ad,90,594,151,633,38,253,64,269,13
5454,861931702.jpg,1080,1080,5c,160,462,214,520,68,196,91,221,35
5455,861931702.jpg,1080,1080,Ad,278,381,316,444,118,162,134,189,13
5456,861931702.jpg,1080,1080,8d,400,342,429,405,170,145,182,172,19
5457,861931702.jpg,1080,1080,4h,480,353,520,412,204,150,221,175,10
5458,861931702.jpg,1080,1080,4h,533,658,572,715,227,280,243,304,10
5459,708631578.jpg,1080,1080,Ks,82,720,152,754,34,306,64,321,40
5460,708631578.jpg,1080,1080,7s,87,587,153,632,37,250,65,269,46
5461,708631578.jpg,1080,1080,Qs,159,463,220,530,67,197,93,225,41
5462,708631578.jpg,1080,1080,5c,276,377,317,442,117,160,135,188,35
5463,708631578.jpg,1080,1080,Js,395,342,433,409,168,145,184,174,42
5464,708631578.jpg,1080,1080,5c,478,347,521,412,203,147,221,175,35
5465,708631578.jpg,1080,1080,5c,533,654,577,719,227,278,245,306,35
5466,003352633.jpg,1080,1080,Js,83,720,152,754,35,306,64,321,42
5467,003352633.jpg,1080,1080,5s,89,589,154,632,37,250,65,269,48
5468,003352633.jpg,1080,1080,7d,159,463,212,522,67,197,90,222,20
